YEAR,country,ccode,region,rcode,sum,NUM,unga_imp,unga_impcons,ecoaid,milaid,OFDI,gdp,GdpPc,population,geo_distance,xxtot,mmtot,dist_CHINA,timepaytax,unemp,inflation,exchrate,legal,property,corru,tradefree,invfree,finfree,ecoaidpc,milaidpc,diaspora,chineseXunga_imp,chineseXmilaidpc,chineseXecoaidpc,agnu_china,bit,diplo,usainvXunga_imp,usainvXecoaidpc,usainvXmilaidpc,dummy_unga_china,SOEs,POEs,seasia,soe_dummy,ungaXsoe,ecoaidXsoe,milaidXsoe,sumrel,ofdirel,usainvXdiaspora,usainvXsoe,usainv,unga_impstd,ecoaidstd,milaidstd,ofdistd,ecoaidpcln,milaidpcln,indexXdiaspora,index2,s,ssoes,spoes,sel,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,region1,region2,region3,region4,region5,region6,region7,region8,trade,country1,comlang,dist,distw,distance,tradew,tradewstd,distancestd,comlangstd,pc1,pc2,pc3,INDEX,min_INDEX,max_INDEX,index,_est_soe,_est_poe,_est_one,_est_two,_est_three,_est_four,_est_five,_est_six,_est_seven,_est_eight,p1,_est_HECK_SOES,phi1,capphi1,invmills_SOEs,_est_CORRECTED_SOES,p2,_est_HECK_POES,phi2,capphi2,invmills_POEs,_est_CORRECTED_POES,_est_eleven,_est_twelve,_est_nine,_est_ten,strategicpartn,taiwan,chinese_immigrants,log_chinese_immigrants,dup,log_agnu_china,log_unga_imp,log_dist_china,log_gdp,log_exchrate,migra_dummy,log_exports,log_imports,exports,imports,natres,russia_unga,france_unga,uk_unga,assist_oecd,log_natres,taiwan_fdi,log_russia_unga
2011,Cambodia,811,SE Asia,8,500,1,38.4,81.199997,19,2689000,.037,9.307768895000001,637,14.605862,14208.13,.31431219,.023583941,3351.0891,173,.2,3.3640664,4058.5,8,30,20,70,60,50,1.3008475,.18410416,1,38.400002,.26301599,1.3008475,.96794897,0,7,0,0,0,1,500,0,1,1,38.400002,.26301599,12.123257,34.23283,.0025332295,.000074000003,.000074000003,.000074000003,.063707717,-.30614841,-.14482705,-.20845301,.26301599,-1.6922536,2.3890357,.077896461,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1496464595,KHM,0,14208.128,14023.4497000906,.000071309129,160775872,1.920495,-.70830989,-.8028186,.29403254,.16256051,-.068792462,.16029331,-.98707879,3.8155789,2.3890357,1,1,1,1,1,1,1,1,1,1,.45906836,1,.35904399,.67690748,.5304181,1,-2.1968269,1,.035722919,.014016405,2.5486507,1,1,1,1,1,0,0,0,-15.18,0,-.032575905,3.6480575,8.1170406,2.2308495,8.308569,0,-6.7094331,-9.1547918,,,,,,,,,0,
2012,Cambodia,811,SE Asia,8,2660,3,33.3,80.199997,142,7349000,.054,9.988478193000001,672,14.864646,14208.13,.25934649,.021505201,3351.0891,173,.2,1.4405181,4033,8,30,21,65.199997,60,50,9.5528679,.49439457,1,33.299999,2.2568414,9.5528679,.9375,0,7,0,0,0,1,1240,0,1,1,33.299999,2.2568414,13.111089,178.94809,.0036327809,.000020300753,.000020300753,.000020300753,-.1571981,.12382375,-.13312271,-.20845301,2.2568414,-.70442134,2.3187227,.22472404,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1512980659,KHM,0,14208.128,14023.4497000906,.000071309129,151472592,1.7615298,-.70830989,-.8028186,.06471844,.40865827,-.19237903,.12652436,-.98707879,3.8155789,2.3187227,1,1,1,1,1,1,1,1,1,1,.41746923,1,.36564997,.66183239,.55248123,1,-1.8593073,1,.070831582,.031491797,2.2492073,1,1,1,1,1,0,0,0,-15.18,0,-.064538524,3.5055573,8.1170406,2.3014321,8.3022661,0,-6.6287527,-9.041256,,,,,,,,,0,
2005,Laos,812,SE Asia,8,0,0,11.1,52.799999,5,0,-.003,2.735550177,472,5.790646,13487.61,.0073479768,.0086445324,2778.6521,672,1.4,8.6403227,10655.167,3,10,10,60.599998,30,10,.86346149,0,1,11.1,-.14680597,.86346149,.96825403,0,9,0,0,,1,0,0,1,0,0,0,,.000099999997,-.00051807694,-5.1807694,0,-5.1807694,-1.1187876,-.32893845,-.15177158,-.20875581,-.14680597,,.17645286,.0084164487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7145675.5,LAO,0,13487.607,13423.8617156311,.000074494215,2612153,-.78204924,-.66417331,-.8028186,-1.2086868,-.62152207,-.8065837,-.90233451,-.98707879,3.8155789,.17645286,0,0,0,0,0,0,0,0,0,0,.093309857,1,.39720932,.5371713,.73944628,0,-.10013481,0,.39694721,.46011865,.86270618,0,0,0,1,1,0,0,0,-15.18,0,-.032260798,2.406945,7.9297214,1.0063326,9.2737999,0,-8.9052553,-10.159482,.04186257,.04186257,.169076,.86028999,.63042998,.60145003,301940000,12.038104,0,-.15048575
2006,Laos,812,SE Asia,8,140,1,0,50.5,2.8,0,-.003,2.971334529,504,5.89593,13487.61,.0086258911,.0047087939,2778.6521,672,,10.805101,10159.939,4,10,10,58,30,30,.47490385,0,1,0,-.74464291,.47490385,.966667,0,9,0,0,,1,140,0,1,1,0,-.74464291,,23.745193,-.00050882559,-.000021428572,-.000021428572,-.000021428572,-1.5995826,-.34918427,-.15177158,-.20845301,-.74464291,,0,.00013381978,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8161748.5,LAO,0,13487.607,13423.8617156311,.000074494215,2746829.3,-.77974802,-.66417331,-.8028186,-1.2587014,-.54117322,-1.1975738,-.98707879,-.98707879,3.8155789,0,1,1,1,1,1,1,0,0,1,1,.61032546,1,.33114892,.72917688,.45414072,1,-1.6235733,1,.10678544,.052233454,2.0443878,1,1,1,1,1,0,0,0,-15.18,0,-.033901211,,7.9297214,1.0890112,9.2262077,0,-8.6557312,-9.6766977,.045732737,.045732737,.574003,.89609998,.61688,.61688,363710000,13.26039,0,-.10970328
2007,Laos,812,SE Asia,8,2210,3,9.1,54.900002,3.2,40000,-.003,3.197061726,532,6.013278,13487.61,.01816521,.0070837829,2778.6521,672,,7.4382858,9603.1602,4,10,33,60.799999,30,20,.53215569,.0066519459,1,9.1000004,-.6308192,.53215569,.98333299,0,9,0,0,0,1,736.66699,0,1,1,9.1000004,-.6308192,8.8026648,367.52002,-.00049889594,-1.3574660e-06,-1.3574660e-06,-1.3574660e-06,-1.2054174,-.34620115,-.15152067,-.20845301,-.6308192,-5.012846,.1728839,.0049705529,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17250044,LAO,0,13487.607,13423.8617156311,.000074494215,5395593,-.73448861,-.66417331,-.8028186,-1.1896077,-.59757,-.88188535,-.90404856,-.98707879,3.8155789,.1728839,1,1,1,1,1,1,1,1,1,1,.32778054,1,.37807655,.62846118,.60159093,1,-1.5332834,1,.12314196,.062603027,1.9670289,1,1,1,1,1,0,0,0,-15.18,0,-.016807467,2.2082744,7.9297214,1.1622322,9.1698475,0,-8.8329802,-9.3172283,.07382372,.07382372,.061428,.85914999,.59154999,.5625,396120000,11.025621,0,-.15181176
2008,Laos,812,SE Asia,8,1350,1,13.9,74.800003,7,63000,-.003,3.447228698,562,6.139127,13487.61,.031463105,.0072457301,2778.6521,560,,8.863451,8744.2236,4,10,26,57,30,20,1.1402273,.010262045,1,13.9,.13122764,1.1402273,.95588201,0,9,0,0,0,1,1350,0,1,1,13.9,.13122764,9.236207,219.90097,-.00048866885,-2.2222223e-06,-2.2222223e-06,-2.2222223e-06,-.99750614,-.31451753,-.15138449,-.20845301,.13122764,-4.5793033,.29827964,.013698779,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31363367.5,LAO,0,13487.607,13423.8617156311,.000074494215,9098139,-.67122316,-.66417331,-.8028186,-1.1410974,-.59485161,-.71563911,-.84382528,-.98707879,3.8155789,.29827964,1,1,1,1,1,1,1,1,1,1,.32147092,1,.37885174,.62607324,.6051237,1,-.85976064,1,.27567497,.1949605,1.4140042,1,1,1,1,1,0,0,0,-15.18,0,-.045120791,2.6318889,7.9297214,1.2375706,9.076149,0,-8.5822601,-9.040226,.095181815,.095177837,.714333,.87313002,.61194003,.58955002,495590000,13.479105,0,-.1356708
2009,Laos,812,SE Asia,8,200,1,25.4,79.400002,7.5,104000,0,3.705832035,591,6.267968,13487.61,.032247256,.0078299362,2778.6521,362,,-2.9320736,8516.0527,4,10,19,66.400002,30,20,1.19656,.0165923,1,25.4,.1794508,1.19656,.97014898,0,9,0,0,0,1,0,200,1,0,0,0,0,31.908268,0,0,0,0,-.49938539,-.31158233,-.15114571,-.20845301,.1794508,-4.0988164,.47637135,.036499269,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33126061,LAO,0,13487.607,13423.8617156311,.000074494215,8938900,-.67394412,-.66417331,-.8028186,-1.0844823,-.68880183,-.31208906,-.75829393,-.98707879,3.8155789,.47637135,1,1,1,1,1,1,1,1,1,1,.8037833,1,.28881401,.78923893,.36593989,1,-.98904914,1,.24462041,.16131955,1.5163717,1,1,1,1,1,0,0,0,-15.18,0,-.030305631,3.2347491,7.9297214,1.3099078,9.0497084,0,-8.0678864,-7.9148188,.25812185,.25812149,.763634,.86719,.55469,.53906,418980000,13.545844,0,-.14249718
2010,Laos,812,SE Asia,8,3310,3,27.4,81.599998,15,71000,0,4.021824832,629,6.395713,13487.61,.029922429,.0036763691,2778.6521,362,,10.018457,8258.7705,4,15,20,68.400002,25,20,2.3453209,.011101186,1,27.4,.85242224,2.3453209,.94927502,0,9,0,0,0,1,1103.33,0,1,1,27.4,.85242224,9.3148069,517.53418,0,0,0,0,-.4127557,-.25172603,-.15135284,-.20845301,.85242224,-4.5007033,.52575827,.054866813,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36930829,LAO,0,13487.607,13423.8617156311,.000074494215,9182605,-.6697799,-.66417331,-.8028186,-1.0885032,-.66827595,-.23677011,-.73457509,-.98707879,3.8155789,.52575827,1,1,1,1,1,1,1,1,1,1,1.0090137,1,.23978974,.84351593,.2842741,1,-.76154822,1,.29852059,.22316484,1.3376685,1,1,1,1,1,0,0,0,-15.18,0,-.052056726,3.3105431,7.9297214,1.3917358,9.0190306,0,-8.0902147,-7.7497134,.29024887,.29025322,1.206304,.86154002,.60000002,.55385,413770000,14.003072,0,-.14903377
2011,Laos,812,SE Asia,8,1990,1,31.8,79.599998,12,200000,0,4.345125361,666,6.521314,13487.61,.020015165,.0061455658,2778.6521,362,,3.8033831,8030.0552,4,20,20,68.400002,25,20,1.84012,.030668667,1,31.799999,.60983074,1.84012,.97368401,0,9,0,0,0,1,1990,0,1,1,31.799999,.60983074,10.330997,305.15323,0,0,0,0,-.22217038,-.27804959,-.15061474,-.20845301,.60983074,-3.4845138,.59645677,.061911862,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,43222801,LAO,0,13487.607,13423.8617156311,.000074494215,9947423,-.65671146,-.66417331,-.8028186,-1.052161,-.71494806,-.085906826,-.70062101,-.98707879,3.8155789,.59645677,1,1,1,1,1,1,1,1,1,1,1.0227906,1,.23645703,.84679657,.27923712,1,-.72254223,1,.30728731,.23498058,1.3077136,1,1,1,1,1,0,0,0,-15.18,0,-.02666845,3.4594662,7.9297214,1.4690546,8.9909468,0,-8.2905636,-7.6528296,,,,,,,,,0,
2012,Laos,812,SE Asia,8,1520,1,33.8,81,7.6999998,270000,0,4.701308834,707,6.645827,13487.61,.0080156298,.0057269209,2778.6521,362,,4.4478722,8007.7573,4,15,21,58.700001,25,20,1.1586218,.040626995,1,33.799999,.14723119,1.1586218,.95774698,0,9,0,0,0,1,0,1520,1,0,0,0,0,228.71495,0,0,0,0,-.13554068,-.31355909,-.15023911,-.20845301,.14723119,-3.2033224,.57645112,.05923871,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29490237.5,LAO,0,13487.607,13423.8617156311,.000074494215,6272772,-.71950024,-.66417331,-.8028186,-1.0646772,-.77553529,-.014138298,-.71022904,-.98707879,3.8155789,.57645112,1,1,1,1,1,1,1,1,1,1,1.0042508,1,.24094217,.84237111,.28602853,1,-.38569865,1,.370345,.34985992,1.0585523,1,1,1,1,1,0,0,0,-15.18,0,-.043171644,3.5204608,7.9297214,1.547841,8.9881659,0,-7.6899719,-7.7441654,,,,,,,,,0,
2005,Vietnam,816,SE Asia,8,0,0,10,49.299999,38.5,50000,.261,57.633255739,699,82.3935,13159.26,.18268007,.023537343,2330.7991,1050,,9.2039347,15858.917,6,10,24,50.200001,30,30,.46726987,.00060684397,1,10,-.76084828,.46726987,.96774203,1,11,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.0031677256,31.677258,0,31.677258,-1.166434,-.34958205,-.15174869,-.20660159,-.76084828,-7.407239,,.0055836956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,9.0640421,1,-.03278973,2.3025851,7.7539663,4.0540996,9.6714869,0,-4.9053102,-5.5549626,,,,,,,,,94,
2006,Vietnam,816,SE Asia,8,2340,2,0,44.599998,48,116000,.261,61.654878281,740,83.313,13159.26,.19711673,.022004087,2330.7991,1050,,8.5689478,15994.25,6,10,26,57.599998,30,30,.57614058,.0013923397,1,0,-.55140358,.57614058,.97500002,1,11,0,0,0,1,1170,0,1,1,0,-.55140358,7.2387409,28.086853,.0031327645,.00011153847,.00011153847,.00011153847,-1.5995826,-.34390932,-.15171906,-.208453,-.55140358,-6.5767698,,.00020459511,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,9.0640421,1,-.025317784,,7.7539663,4.1215525,9.6799841,0,-4.8661933,-5.763175,,,,,,,,,124,
2007,Vietnam,816,SE Asia,8,690,1,7.7,50,66,274000,.426,66.050565593,784,84.22110000000001,13159.26,.20821969,.027092686,2330.7991,1050,,9.6302252,16105.125,8,10,26,56,30,30,.78365159,.0032533417,1,7.6999998,-.24379076,.78365159,.97761202,1,11,0,0,0,1,690,0,1,1,7.6999998,-.24379076,8.0874376,8.1927214,.0050581149,.00061739131,.00061739131,.00061739131,-1.2660582,-.33309695,-.15164886,-.20845298,-.24379076,-5.7280726,,.0046712481,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,9.0640421,1,-.022642396,2.0412204,7.7539663,4.1904206,9.6868925,0,-4.630538,-5.6915488,,,,,,,,,109,
2008,Vietnam,816,SE Asia,8,620,2,5.5,74.5,86.5,478000,.477,69.790197499,820,85.1223,13159.26,.18988289,.032857008,2330.7991,1050,2.4000001,22.673317,16302.25,8,10,26,62.799999,30,30,1.0161849,.0056154495,1,5.5,.016055346,1.0161849,.98571402,1,11,0,0,0,1,310,0,1,1,5.5,.016055346,8.6332769,7.283638,.0056037018,.00076935481,.00076935481,.00076935481,-1.3613509,-.32098079,-.15155977,-.20845297,.016055346,-5.1822338,,.0036927839,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,3,0,0,9.0640421,1,-.014389008,1.704748,7.7539663,4.2454934,9.6990585,0,-4.5497551,-5.5652122,,,,,,,,,639,
2009,Vietnam,816,SE Asia,8,1930,3,18,77.400002,102.5,1470000,.738,73.557400855,855,86.02500000000001,13159.26,.1999363,.04316628,2330.7991,1050,,6.2155643,17065.084,8,10,26,63.400002,30,30,1.1915141,.017088057,1,18,.17522489,1.1915141,.98461503,1,11,0,0,0,1,643.33301,0,1,1,18,.17522489,9.7461348,22.435339,.0085789012,.00038238341,.00038238341,.00038238341,-.81991524,-.31184524,-.15112701,-.20845298,.17522489,-4.0693755,,.020838391,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,3,0,.008639,9.0640421,1,-.015504549,2.8903718,7.7539663,4.2980661,9.7447901,0,-4.3002272,-5.3558369,,,,,,,,,243,
2010,Vietnam,816,SE Asia,8,4040,3,28.8,81.400002,107,2590000,.799,78.282167938,900,86.93250000000001,13159.26,.19728,.044553284,2330.7991,941,,12.074358,18612.916,8,15,27,68.900002,20,30,1.23084,.029793231,1,28.799999,.20769684,1.23084,.969697,1,11,0,0,0,1,1346.67,0,1,1,28.799999,.20769684,10.302036,46.472839,.009191039,.00019777227,.00019777227,.00019777227,-.35211492,-.30979615,-.15064776,-.208453,.20769684,-3.513474,,.045638952,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,3,0,0,9.0640421,1,-.030771628,3.3603754,7.7539663,4.3603196,9.8316107,0,-4.2238636,-5.297708,,,,,,,,,670,
2011,Vietnam,816,SE Asia,8,1980,5,34.7,80.300003,103,3424000,.964,83.16721221500001,947,87.84,13159.26,.1751231,.042672284,2330.7991,941,2,21.260702,20509.75,8,15,27,68.900002,15,30,1.1725866,.038979966,1,34.700001,.15921204,1.1725866,.97561002,1,11,0,0,0,1,470,100,1,1,34.700001,.15921204,10.570803,22.540983,.010974499,.0004868687,.0004868687,.0004868687,-.096557252,-.31283146,-.15030123,-.20845298,.15921204,-3.2447073,,.062196936,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,-.024692344,3.5467396,7.7539663,4.4208531,9.9286556,0,-4.1783123,-5.0551562,,,,,,,,,0,
2012,Vietnam,816,SE Asia,8,1190,3,34.2,80.699997,119.5,3407000,1.143,87.53130119399999,986,88.77290000000001,13159.26,.17184207,.042553276,2330.7991,872,1.8,10.925994,20828,8,15,27,79.599998,15,30,1.3461316,.038378827,1,34.200001,.29723498,1.3461316,.96575302,1,11,0,0,0,1,396.66699,0,1,1,34.200001,.29723498,10.555262,13.404992,.012875551,.00096050423,.00096050423,.00096050423,-.11821468,-.30378887,-.15032391,-.20845295,.29723498,-3.2602494,,.062938072,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,-.034847151,3.5322256,7.7539663,4.4719963,9.9440536,0,-4.0924072,-4.7187943,,,,,,,,,0,
2005,Vietnam,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.1000515,.1000515,8.888234000000001,.86922997,.59847999,.57576001,1913460000,16.000238,94,-.14014755
2006,Vietnam,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.081424691,.081424691,10.436059,.90476,.61905003,.61905003,1844540000,16.160778,124,-.10008556
2007,Vietnam,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.075082935,.075082935,11.183365,.87671,.58218998,.55405003,2510940000,16.229939,109,-.13157901
2008,Vietnam,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.077372573,.077372573,15.86826,.88971001,.58824003,.56617999,2551930000,16.579832,639,-.1168597
2009,Vietnam,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.094629258,.094629258,12.124996,.87879002,.53788,.52272999,3731690000,16.31078,243,-.12920929
2010,Vietnam,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.10718864,.10718864,12.842352,.88462001,.57691997,.53077,2939090000,16.368259,670,-.12259709
2005,Malaysia,820,SE Asia,8,0,0,18.2,57.099998,3,8157000,11.097,143.533,5554,25.843466,15130.12,.1964054,.12928852,4355.0469,190,3.5,8.8623571,3.7870917,10,50,52,75.800003,30,30,.1160835,.31563103,1,18.200001,-2.1534455,.1160835,.932836,1,7,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.42939287,4293.9287,0,4293.9287,-.81125224,-.36788064,-.13986579,.042511892,-2.1534455,-1.1531813,2.0613298,.032279816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22563379284,MYS,0,15130.118,14859.50583013306,.000067296991,157199936,1.859393,-.76390719,-.8028186,.19751789,.26911038,-.7248022,.0029074175,-.98707879,3.8155789,2.0613298,0,0,0,0,0,0,0,0,0,0,-.10803426,1,.39662096,.45698425,.86790949,0,-.14936569,0,.3945168,.44063255,.89534193,0,0,0,1,1,0,0,0,10.914724,1,-.069525875,2.9014215,8.3790903,4.9665651,1.3315984,1,-4.2744327,-3.4917865,.06555666,.06555666,23.492838,.85615999,.62838,.60135001,26150000,16.972206,28,-.15529802
2006,Malaysia,820,SE Asia,8,0,0,0,47.799999,2,2877000,11.185,151.55,5756,26.327098,15130.12,.18787993,.12533224,4355.0469,190,3.3,3.9807506,3.6681769,10,50,50,76.599998,30,30,.075967357,.10927904,1,0,-2.5774515,.075967357,.95454502,1,7,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.42484742,4248.4741,0,4248.4741,-1.5995826,-.36997089,-.14764951,.039855231,-2.5774515,-2.2138507,1.8653643,.0035053461,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25035605846.5,MYS,0,15130.118,14859.50583013306,.000067296991,165197008,1.996039,-.76390719,-.8028186,.17678776,.4637202,-1.3758438,-.091208145,-.98707879,3.8155789,1.8653643,1,1,1,1,1,1,1,1,1,1,.31957859,1,.37908161,.62535608,.6061852,1,-1.6772492,1,.097732514,.04674688,2.0906746,1,1,1,1,1,0,0,0,10.914724,1,-.046520472,,8.3790903,5.0209155,1.2996948,1,-4.2707658,-3.5138025,.072436102,.072436102,27.88094,.87356001,.66092002,.64942998,238710000,17.143454,31,-.13517845
2007,Malaysia,820,SE Asia,8,0,0,0,47.799999,5,1906000,12.14,161.095,6008,26.813819,15130.12,.15653008,.10797875,4355.0469,166,3.2,4.8816781,3.4375694,10,50,51,76.800003,40,40,.18647102,.071082748,1,0,-1.6794795,.18647102,.95833302,1,7,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.45275161,4527.5161,0,4527.5161,-1.5995826,-.36421308,-.14909029,.056164246,-1.6794795,-2.6439106,1.5929676,.0042320886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22690485804.5,MYS,0,15130.118,14859.50583013306,.000067296991,140851584,1.5800487,-.76390719,-.8028186,-.035788823,.31292439,-1.3387474,-.22203091,-.98707879,3.8155789,1.5929676,1,1,1,1,1,1,1,1,1,1,.54353034,1,.34415913,.70661765,.48705143,1,-1.0869746,1,.22097726,.13852401,1.5952271,1,1,1,1,1,0,0,0,10.914724,1,-.042559948,,8.3790903,5.0819941,1.2347647,1,-4.2305965,-3.5051706,.087768175,.087768175,33.274211,.84868002,.57894999,.55844003,200130000,17.320293,65,-.16407305
2008,Malaysia,820,SE Asia,8,1680,3,15.5,74.099998,51,1537000,12.243,168.879,6186,27.302348,15130.12,.12486297,.10814812,4355.0469,145,3.3,10.388404,3.3358333,10,50,50,76.199997,40,40,1.8679712,.056295525,1,15.5,.6248529,1.8679712,.966667,1,7,0,0,0,1,560,0,1,1,15.5,.6248529,10.938371,61.533169,.44842297,.0072875,.0072875,.0072875,-.92820239,-.27659839,-.14964809,-.20845258,.6248529,-2.8771403,1.667469,.021761769,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22267041402,MYS,0,15130.118,14859.50583013306,.000067296991,131852048,1.4262735,-.76390719,-.8028186,-.11717577,.17473467,-.84429181,-.18625049,-.98707879,3.8155789,1.667469,1,1,1,1,1,1,1,1,1,1,.53602308,1,.34555659,.70402873,.49082741,1,-.41536048,1,.36597118,.33893901,1.0797553,1,1,1,1,1,0,0,0,10.914724,1,-.033901211,2.74084,8.3790903,5.1291823,1.2047225,1,-4.1999488,-3.5633383,.095683821,.095836096,45.690477,.84722,.61805999,.59722,154510000,17.6374,28,-.16579488
2009,Malaysia,820,SE Asia,8,0,0,27.1,79.800003,38,1807000,9.74,166.323,5985,27.790324,15130.12,.10964712,.1119599,4355.0469,145,3.7,-5.9919324,3.524503,10,50,51,78.199997,40,40,1.3673824,.065022632,1,27.1,.31289825,1.3673824,.95070398,1,7,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.35048169,3504.8169,0,3504.8169,-.42575011,-.3026816,-.14931889,-.0036088969,.31289825,-2.7330198,1.5789328,.064288735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17144923842.5,MYS,0,15130.118,14859.50583013306,.000067296991,103082096,.93468118,-.76390719,-.8028186,-.2602081,-.11372606,-.34829029,-.22877148,-.98707879,3.8155789,1.5789328,1,1,1,1,1,1,1,1,1,1,1.0278546,1,.23523247,.84799087,.27739978,1,-.29579833,1,.3818655,.38369206,.99523956,1,1,1,1,1,0,0,0,10.914724,1,-.05055254,3.2995338,8.3790903,5.1139317,1.2597394,1,-4.1142902,-3.4372783,.12152996,.12167403,30.086662,.84783,.56522,.55071998,142960000,17.219593,84,-.16507514
